"Run 1: Time (s)","Run 1: Temperature (°C)","Run 1: Temperature (°C)"
32.61,23.6,0.5
32.62,24.5,0.5
32.63,25.7,0.5
32.64,27.1,0.7
32.65,28.1,0.4
32.66,29.7,0.6
32.67,31.0,0.6
32.68,32.5,0.6
32.69,34.1,0.8
32.70,35.3,0.5
32.71,37.0,0.6
32.72,38.5,0.6
32.73,39.9,0.6
32.74,41.5,0.9
32.75,42.6,0.6
32.76,44.3,0.7
32.77,45.7,0.8
32.78,47.0,0.7
32.79,48.6,0.9
32.80,49.6,0.7
32.81,51.0,0.8
32.82,52.4,0.9
32.83,53.7,0.9
32.84,55.0,1.1
32.85,55.9,0.9
32.86,57.3,1.0
32.87,58.3,1.1
32.88,59.5,1.2
32.89,60.7,1.5
32.90,61.4,1.2
32.91,62.5,1.5
32.92,63.5,1.6
32.93,64.4,1.6
32.94,65.6,1.9
32.95,66.2,1.8
32.96,67.2,2.0
32.97,68.0,2.2
32.98,68.7,2.3
32.99,69.7,2.6
33.00,70.1,2.5
33.01,71.0,2.7
33.02,71.8,2.9
33.03,72.4,3.1
33.04,73.4,3.4
33.05,73.6,3.3
33.06,74.5,3.6
33.07,75.1,3.8
33.08,75.7,4.0
33.09,76.5,4.4
33.10,76.7,4.3
33.11,77.5,4.6
33.12,78.1,4.9
33.13,78.6,5.0
33.14,79.3,5.5
33.15,79.5,5.4
33.16,80.2,5.8
33.17,80.7,6.0
33.18,81.2,6.3
33.19,81.8,6.7
33.20,81.9,6.7
33.21,82.5,7.0
33.22,82.9,7.3
33.23,83.4,7.6
33.24,84.0,8.0
33.25,84.0,8.0
33.26,84.6,8.4
33.27,85.0,8.7
33.28,85.3,8.9
33.29,85.9,9.4
33.30,85.8,9.5
33.31,86.4,9.8
33.32,86.6,10.1
33.33,87.1,10.4
33.34,87.7,10.8
33.35,87.6,10.9
33.36,88.0,11.3
33.37,88.3,11.6
33.38,88.5,11.8
33.39,89.1,12.3
33.40,89.0,12.4
33.41,89.4,12.8
33.42,89.6,13.1
33.43,89.8,13.4
33.44,90.3,13.8
33.45,90.1,13.9
33.46,90.6,14.3
33.47,90.7,14.6
33.48,91.0,14.9
33.49,91.4,15.3
33.50,91.2,15.5
33.51,91.6,15.8
33.52,91.8,16.2
33.53,92.0,16.4
33.54,92.4,16.9
33.55,92.1,17.0
33.56,92.6,17.4
33.57,92.7,17.7
33.58,92.7,18.0
33.59,93.1,18.4
33.60,92.9,18.6
33.61,93.3,19.0
33.62,93.4,19.3
33.63,93.5,19.6
33.64,93.8,20.0
33.65,93.6,20.2
33.66,93.9,20.5
33.67,94.0,20.8
33.68,94.1,21.1
33.69,94.5,21.5
33.70,94.3,21.7
33.71,94.6,22.0
33.72,94.6,22.3
33.73,94.8,22.6
33.74,95.0,23.0
33.75,94.9,23.2
33.76,95.1,23.5
33.77,95.1,23.8
33.78,95.3,24.1
33.79,95.5,24.5
33.80,95.3,24.7
33.81,95.5,25.1
33.82,95.5,25.4
33.83,95.6,25.7
33.84,96.0,26.0
33.85,95.7,26.2
33.86,96.0,26.6
33.87,95.9,26.9
33.88,96.0,27.1
33.89,96.4,27.5
33.90,96.1,27.7
33.91,96.4,28.1
33.92,96.3,28.4
33.93,96.4,28.7
33.94,96.7,29.0
33.95,96.4,29.2
33.96,96.6,29.5
33.97,96.7,29.8
33.98,96.7,30.1
33.99,97.0,30.4
34.00,96.7,30.7
34.01,96.9,31.0
34.02,96.9,31.3
34.03,96.9,31.5
34.04,97.2,31.8
34.05,97.0,32.0
34.06,97.2,32.3
34.07,97.3,32.6
34.08,97.2,32.9
34.09,97.4,33.2
34.10,97.2,33.4
34.11,97.4,33.7
34.12,97.4,34.0
34.13,97.4,34.3
34.14,97.6,34.6
34.15,97.4,34.8
34.16,97.5,35.1
34.17,97.5,35.4
34.18,97.6,35.6
34.19,97.8,35.9
34.20,97.5,36.1
34.21,97.7,36.4
34.22,97.8,36.7
34.23,97.7,36.9
34.24,98.1,37.3
34.25,97.7,37.5
34.26,97.8,37.8
34.27,97.8,38.0
34.28,98.1,38.3
34.29,98.4,38.6
34.30,97.8,38.8
34.31,98.1,39.0
34.32,98.1,39.3
34.33,98.1,39.5
34.34,98.5,39.8
34.35,98.1,40.0
34.36,98.3,40.3
34.37,98.2,40.5
34.38,98.4,40.8
34.39,98.6,41.1
34.40,98.2,41.3
34.41,98.4,41.5
34.42,98.4,41.8
34.43,98.4,42.0
34.44,98.6,42.3
34.45,98.4,42.5
34.46,98.5,42.7
34.47,98.6,42.9
34.48,98.6,43.1
34.49,98.8,43.4
34.50,98.5,43.6
34.51,98.6,43.8
34.52,98.6,44.0
34.53,98.6,44.3
34.54,98.8,44.6
34.55,98.6,44.8
34.56,98.7,45.0
34.57,98.6,45.2
34.58,98.6,45.4
34.59,98.9,45.7
34.60,98.6,45.8
34.61,98.7,46.0
34.62,98.7,46.3
34.63,98.8,46.5
34.64,99.0,46.7
34.65,98.6,46.9
34.66,98.7,47.1
34.67,98.7,47.3
34.68,98.7,47.5
34.69,99.0,47.8
34.70,98.7,47.9
34.71,98.9,48.1
34.72,98.9,48.3
34.73,99.0,48.5
34.74,99.0,48.8
34.75,98.7,48.9
34.76,98.9,49.1
34.77,98.9,49.3
34.78,98.9,49.5
34.79,99.1,49.7
34.80,98.8,49.9
34.81,98.9,50.1
34.82,98.9,50.3
34.83,99.0,50.4
34.84,99.1,50.7
34.85,98.9,50.8
34.86,98.9,51.0
34.87,99.0,51.2
34.88,99.0,51.4
34.89,99.2,51.6
34.90,99.0,51.8
34.91,99.0,52.0
34.92,99.0,52.2
34.93,99.0,52.3
34.94,99.2,52.6
34.95,99.0,52.7
34.96,99.0,52.9
34.97,99.0,53.0
34.98,99.0,53.2
34.99,99.2,53.4
35.00,99.0,53.6
35.01,99.1,53.7
35.02,99.1,53.9
35.03,99.2,54.1
35.04,99.4,54.3
35.05,99.1,54.4
35.06,99.1,54.6
35.07,99.1,54.7
35.08,99.2,54.9
35.09,99.4,55.1
35.10,99.1,55.2
35.11,99.2,55.5
35.12,99.3,55.6
35.13,99.1,55.8
35.14,99.4,56.0
35.15,99.1,56.1
35.16,99.3,56.3
35.17,99.3,56.4
35.18,99.2,56.6
35.19,99.4,56.8
35.20,99.1,56.9
35.21,99.3,57.1
35.22,99.4,57.2
35.23,99.3,57.4
35.24,99.5,57.6
35.25,99.1,57.7
35.26,99.2,57.8
35.27,99.3,58.0
35.28,99.4,58.2
35.29,99.5,58.3
35.30,99.2,58.4
35.31,99.3,58.6
35.32,99.4,58.7
35.33,99.2,58.8
35.34,99.5,59.1
35.35,99.2,59.2
35.36,99.3,59.3
35.37,99.2,59.5
35.38,99.2,59.6
35.39,99.5,59.8
35.40,99.2,59.9
35.41,99.4,60.1
35.42,99.4,60.2
35.43,99.3,60.3
35.44,99.5,60.5
35.45,99.2,60.6
35.46,99.2,60.7
35.47,99.3,60.9
35.48,99.3,61.0
35.49,99.5,61.2
35.50,99.2,61.3
35.51,99.4,61.4
35.52,99.3,61.5
35.53,99.4,61.7
35.54,99.5,61.9
35.55,99.3,61.9
35.56,99.4,62.1
35.57,99.4,62.2
35.58,99.3,62.4
35.59,99.5,62.5
35.60,99.3,62.6
35.61,99.4,62.8
35.62,99.4,62.9
35.63,99.3,63.0
35.64,99.5,63.2
35.65,99.2,63.2
35.66,99.3,63.4
35.67,99.4,63.5
35.68,99.4,63.6
35.69,99.5,63.8
35.70,99.3,63.9
35.71,99.3,64.0
35.72,99.4,64.1
35.73,99.4,64.3
35.74,99.5,64.5
35.75,99.2,64.5
35.76,99.3,64.6
35.77,99.4,64.8
35.78,99.2,64.9
35.79,99.5,65.0
35.80,99.2,65.1
35.81,99.4,65.2
35.82,99.4,65.4
35.83,99.2,65.5
35.84,99.5,65.7
35.85,99.2,65.7
35.86,99.4,65.9
35.87,99.3,66.0
35.88,99.2,66.1
35.89,99.5,66.3
35.90,99.2,66.3
35.91,99.3,66.5
35.92,99.2,66.6
35.93,99.1,66.7
35.94,99.5,66.9
35.95,99.1,66.9
35.96,99.2,67.0
35.97,99.2,67.2
35.98,99.1,67.2
35.99,99.4,67.4
36.00,99.1,67.5
36.01,99.2,67.6
36.02,99.2,67.7
36.03,99.0,67.7
36.04,99.4,68.0
36.05,99.1,68.0
36.06,99.2,68.1
36.07,99.2,68.3
36.08,99.0,68.3
36.09,99.4,68.5
36.10,99.1,68.6
36.11,99.2,68.6
36.12,99.2,68.8
36.13,99.0,68.8
36.14,99.4,69.0
36.15,99.1,69.1
36.16,99.2,69.2
36.17,99.1,69.3
36.18,99.0,69.3
36.19,99.4,69.6
36.20,99.1,69.6
36.21,99.1,69.8
36.22,99.1,69.8
36.23,99.0,69.8
36.24,99.4,70.1
36.25,99.1,70.1
36.26,99.1,70.2
36.27,99.1,70.3
36.28,99.0,70.3
36.29,99.4,70.5
36.30,99.1,70.5
36.31,99.1,70.7
36.32,99.2,70.8
36.33,99.0,70.8
36.34,99.4,71.0
36.35,99.1,71.1
36.36,99.1,71.2
36.37,99.1,71.3
36.38,99.0,71.3
36.39,99.4,71.6
36.40,99.1,71.6
36.41,99.1,71.7
36.42,99.2,71.8
36.43,99.0,71.9
36.44,99.4,72.1
36.45,99.1,72.1
36.46,99.2,72.2
36.47,99.1,72.3
36.48,99.0,72.3
36.49,99.4,72.5
36.50,99.1,72.5
36.51,99.1,72.6
36.52,99.3,72.7
36.53,99.0,72.7
36.54,99.4,73.0
36.55,99.2,72.9
36.56,99.3,73.1
36.57,99.3,73.2
36.58,99.1,73.2
36.59,99.5,73.3
36.60,99.2,73.3
36.61,99.4,73.5
36.62,99.3,73.6
36.63,99.1,73.6
36.64,99.5,73.8
36.65,99.3,73.8
36.66,99.4,73.9
36.67,99.3,74.0
36.68,99.2,74.0
36.69,99.5,74.2
36.70,99.3,74.2
36.71,99.5,74.3
36.72,99.4,74.4
36.73,99.2,74.4
36.74,99.7,74.7
36.75,99.3,74.6
36.76,99.3,74.7
36.77,99.4,74.8
36.78,99.3,74.8
36.79,99.7,75.0
36.80,99.4,75.0
36.81,99.4,75.1
36.82,99.5,75.2
36.83,99.3,75.2
36.84,99.5,75.4
36.85,99.4,75.4
36.86,99.5,75.5
36.87,99.4,75.5
36.88,99.2,75.6
36.89,99.5,75.8
36.90,99.4,75.8
36.91,99.5,75.9
36.92,99.4,76.0
36.93,99.2,76.0
36.94,99.5,76.1
36.95,99.4,76.1
36.96,99.5,76.3
36.97,99.5,76.4
36.98,99.3,76.3
36.99,99.5,76.5
37.00,99.4,76.5
37.01,99.5,76.6
37.02,99.5,76.7
37.03,99.2,76.7
37.04,99.5,76.8
37.05,99.4,76.8
37.06,99.4,76.9
37.07,99.5,77.0
37.08,99.3,77.1
37.09,99.5,77.2
37.10,99.4,77.2
37.11,99.5,77.3
37.12,99.5,77.3
37.13,99.3,77.3
37.14,99.5,77.5
37.15,99.4,77.5
37.16,99.4,77.6
37.17,99.5,77.7
37.18,99.2,77.7
37.19,99.5,77.9
37.20,99.4,77.8
37.21,99.4,78.0
37.22,99.4,78.0
37.23,99.2,78.0
37.24,99.5,78.2
37.25,99.4,78.2
37.26,99.4,78.4
37.27,99.4,78.4
37.28,99.2,78.4
37.29,99.5,78.6
37.30,99.4,78.6
37.31,99.4,78.6
37.32,99.5,78.7
37.33,99.2,78.7
37.34,99.5,78.9
37.35,99.3,78.9
37.36,99.4,78.9
37.37,99.5,79.0
37.38,99.1,79.0
37.39,99.5,79.2
37.40,99.4,79.2
37.41,99.3,79.3
37.42,99.3,79.4
37.43,99.1,79.2
37.44,99.5,79.4
37.45,99.4,79.4
37.46,99.3,79.6
37.47,99.4,79.6
37.48,99.1,79.5
37.49,99.4,79.7
37.50,99.3,79.7
37.51,99.3,79.9
37.52,99.4,79.9
37.53,99.1,79.9
37.54,99.5,80.0
37.55,99.3,80.0
37.56,99.3,80.1
37.57,99.4,80.1
37.58,99.1,80.1
37.59,99.4,80.2
37.60,99.4,80.2
37.61,99.5,80.4
37.62,99.4,80.4
37.63,99.1,80.4
37.64,99.4,80.6
37.65,99.3,80.5
37.66,99.3,80.6
37.67,99.3,80.7
37.68,99.1,80.7
37.69,99.4,80.8
37.70,99.4,80.8
37.71,99.4,80.9
37.72,99.5,80.9
37.73,99.1,80.9
37.74,99.4,81.1
37.75,99.3,81.1
37.76,99.4,81.2
37.77,99.4,81.2
37.78,99.1,81.2
37.79,99.4,81.4
37.80,99.3,81.2
37.81,99.4,81.4
37.82,99.3,81.4
37.83,99.1,81.4
37.84,99.4,81.6
37.85,99.3,81.6
37.86,99.3,81.6
37.87,99.4,81.7
37.88,99.1,81.7
37.89,99.4,81.8
37.90,99.2,81.8
37.91,99.2,81.9
37.92,99.4,82.0
37.93,99.1,81.9
37.94,99.4,82.1
37.95,99.3,82.1
37.96,99.3,82.2
37.97,99.3,82.2
37.98,99.1,82.2
37.99,99.4,82.3
38.00,99.3,82.2
38.01,99.2,82.3
38.02,99.3,82.4
38.03,99.1,82.3
38.04,99.4,82.5
38.05,99.4,82.5
38.06,99.3,82.6
38.07,99.4,82.6
38.08,99.1,82.6
38.09,99.4,82.7
38.10,99.4,82.7
38.11,99.3,82.8
38.12,99.4,82.8
38.13,99.1,82.8
38.14,99.4,83.0
38.15,99.3,83.0
38.16,99.2,83.0
38.17,99.3,83.0
38.18,99.1,83.0
38.19,99.4,83.2
38.20,99.4,83.2
38.21,99.3,83.2
38.22,99.3,83.2
38.23,99.1,83.2
38.24,99.4,83.4
38.25,99.3,83.3
38.26,99.4,83.4
38.27,99.4,83.5
38.28,99.2,83.4
38.29,99.4,83.6
38.30,99.4,83.5
38.31,99.3,83.7
38.32,99.4,83.7
38.33,99.1,83.7
38.34,99.4,83.8
38.35,99.4,83.8
38.36,99.3,83.9
38.37,99.5,83.9
38.38,99.2,83.9
38.39,99.4,84.0
38.40,99.4,83.9
38.41,99.5,84.1
38.42,99.4,84.1
38.43,99.2,84.1
38.44,99.4,84.2
38.45,99.4,84.1
38.46,99.3,84.3
38.47,99.4,84.3
38.48,99.2,84.3
38.49,99.4,84.4
38.50,99.4,84.3
38.51,99.4,84.4
38.52,99.4,84.4
38.53,99.2,84.4
38.54,99.5,84.6
38.55,99.4,84.6
38.56,99.3,84.6
38.57,99.5,84.6
38.58,99.2,84.6
38.59,99.5,84.8
38.60,99.5,84.7
38.61,99.4,84.8
38.62,99.4,84.8
38.63,99.2,84.8
38.64,99.4,84.9
38.65,99.4,84.9
38.66,99.4,84.9
38.67,99.5,85.0
38.68,99.2,85.0
38.69,99.4,85.1
38.70,99.4,85.1
38.71,99.3,85.1
38.72,99.4,85.1
38.73,99.3,85.1
38.74,99.5,85.3
38.75,99.5,85.3
38.76,99.4,85.3
38.77,99.4,85.3
38.78,99.2,85.3
38.79,99.5,85.5
38.80,99.4,85.4
38.81,99.4,85.5
38.82,99.5,85.6
38.83,99.2,85.5
38.84,99.5,85.6
38.85,99.5,85.6
38.86,99.4,85.6
38.87,99.4,85.7
38.88,99.2,85.6
38.89,99.5,85.8
38.90,99.4,85.8
38.91,99.3,85.9
38.92,99.4,85.9
38.93,99.2,85.8
38.94,99.4,86.0
38.95,99.4,85.9
38.96,99.3,86.0
38.97,99.4,86.0
38.98,99.2,85.9
38.99,99.4,86.2
39.00,99.4,86.1
39.01,99.2,86.2
39.02,99.3,86.2
39.03,99.2,86.1
39.04,99.5,86.2
39.05,99.4,86.2
39.06,99.3,86.3
39.07,99.7,86.3
39.08,99.2,86.2
39.09,99.4,86.5
39.10,99.4,86.4
39.11,99.3,86.5
39.12,99.3,86.5
39.13,99.2,86.4
39.14,99.4,86.6
39.15,99.4,86.5
39.16,99.5,86.6
39.17,99.3,86.6
39.18,99.2,86.5
39.19,99.4,86.7
39.20,99.4,86.7
39.21,99.4,87.0
39.22,99.3,86.9
39.23,99.2,86.7
39.24,99.4,87.0
39.25,99.4,87.0
39.26,99.3,87.0
39.27,99.4,87.1
39.28,99.2,87.0
39.29,99.4,87.1
39.30,99.4,87.1
39.31,99.4,87.2
39.32,99.4,87.2
39.33,99.1,87.1
39.34,99.5,87.3
39.35,99.4,87.2
39.36,99.4,87.3
39.37,99.5,87.3
39.38,99.2,87.3
39.39,99.4,87.4
39.40,99.4,87.4
39.41,99.4,87.4
39.42,99.4,87.4
39.43,99.2,87.4
39.44,99.5,87.6
39.45,99.4,87.5
39.46,99.4,87.6
39.47,99.5,87.7
39.48,99.2,87.4
39.49,99.5,87.7
39.50,99.5,87.7
39.51,99.4,87.7
39.52,99.5,87.8
39.53,99.2,87.7
39.54,99.5,87.8
39.55,99.4,87.8
39.56,99.4,87.9
39.57,99.5,87.9
39.58,99.2,87.8
39.59,99.5,88.0
39.60,99.4,87.9
39.61,99.3,87.9
39.62,99.5,88.0
39.63,99.2,87.9
39.64,99.5,88.1
39.65,99.3,88.0
39.66,99.4,88.1
39.67,99.5,88.2
39.68,99.2,88.1
39.69,99.4,88.2
39.70,99.4,88.1
39.71,99.4,88.2
39.72,99.5,88.3
39.73,99.2,88.1
39.74,99.4,88.3
39.75,99.3,88.3
39.76,99.4,88.3
39.77,99.5,88.5
39.78,99.2,88.3
39.79,99.4,88.5
39.80,99.4,88.5
39.81,99.4,88.5
39.82,99.7,88.5
39.83,99.1,88.5
39.84,99.4,88.5
39.85,99.3,88.5
39.86,99.4,88.6
39.87,99.5,88.7
39.88,99.2,88.5
39.89,99.4,88.7
39.90,99.2,88.6
39.91,99.4,88.6
39.92,99.7,88.8
39.93,99.2,88.6
39.94,99.4,88.9
39.95,99.4,88.7
39.96,99.3,88.8
39.97,99.7,88.9
39.98,99.1,88.7
39.99,99.4,88.9
40.00,99.4,88.9
40.01,99.4,88.9
40.02,99.7,89.0
40.03,99.2,88.9
40.04,99.4,89.0
40.05,99.4,88.9
40.06,99.4,89.0
40.07,99.7,89.2
40.08,99.2,88.9
40.09,99.4,89.1
40.10,99.4,89.1
40.11,99.4,89.2
40.12,99.7,89.2
40.13,99.2,89.1
40.14,99.4,89.2
40.15,99.5,89.2
40.16,99.5,89.3
40.17,99.5,89.3
40.18,99.2,89.2
40.19,99.4,89.3
40.20,99.5,89.3
40.21,99.4,89.3
40.22,99.7,89.5
40.23,99.2,89.3
40.24,99.4,89.5
40.25,99.5,89.5
40.26,99.4,89.5
40.27,99.7,89.5
40.28,99.2,89.3
40.29,99.4,89.5
40.30,99.5,89.5
40.31,99.5,89.6
40.32,99.7,89.7
40.33,99.2,89.5
40.34,99.4,89.6
40.35,99.5,89.6
40.36,99.4,89.7
40.37,99.7,89.8
40.38,99.2,89.6
40.39,99.5,89.7
40.40,99.5,89.7
40.41,99.4,89.8
40.42,99.7,89.8
40.43,99.2,89.7
40.44,99.5,89.8
40.45,99.4,89.8
40.46,99.5,89.8
40.47,99.5,90.0
40.48,99.2,89.8
40.49,99.5,90.0
40.50,99.5,89.9
40.51,99.5,90.0
40.52,99.7,90.1
40.53,99.2,89.9
40.54,99.5,90.1
40.55,99.5,90.0
40.56,99.4,90.0
40.57,99.8,90.2
40.58,99.3,90.0
40.59,99.5,90.2
40.60,99.4,90.2
40.61,99.4,90.2
40.62,99.7,90.2
40.63,99.3,90.1
40.64,99.5,90.2
40.65,99.5,90.2
40.66,99.5,90.2
40.67,99.8,90.4
40.68,99.3,90.2
40.69,99.5,90.4
40.70,99.4,90.3
40.71,99.4,90.3
40.72,99.8,90.5
40.73,99.3,90.2
40.74,99.5,90.5
40.75,99.5,90.4
40.76,99.5,90.5
40.77,99.8,90.6
40.78,99.3,90.4
40.79,99.5,90.6
40.80,99.4,90.6
40.81,99.4,90.5
40.82,99.8,90.7
40.83,99.3,90.5
40.84,99.5,90.6
40.85,99.5,90.6
40.86,99.5,90.7
40.87,99.8,90.7
40.88,99.2,90.6
40.89,99.5,90.7
40.90,99.7,90.7
40.91,99.5,90.8
40.92,99.8,90.8
40.93,99.3,90.6
40.94,99.5,90.8
40.95,99.4,90.8
40.96,99.4,90.8
40.97,99.8,90.9
40.98,99.3,90.7
40.99,99.5,90.9
41.00,99.5,90.8
41.01,99.4,90.9
41.02,99.8,91.0
41.03,99.3,90.8
41.04,99.5,91.0
41.05,99.5,90.9
41.06,99.4,90.9
41.07,99.8,91.1
41.08,99.3,90.9
41.09,99.5,91.1
41.10,99.4,91.0
41.11,99.4,91.1
41.12,99.8,91.3
41.13,99.3,91.0
41.14,99.5,91.2
41.15,99.5,91.1
41.16,99.4,91.1
41.17,99.8,91.3
41.18,99.3,91.2
41.19,99.5,91.3
41.20,99.5,91.2
41.21,99.4,91.3
41.22,99.8,91.3
41.23,99.3,91.2
41.24,99.5,91.3
41.25,99.5,91.3
41.26,99.4,91.3
41.27,99.8,91.4
41.28,99.3,91.3
41.29,99.5,91.3
41.30,99.4,91.3
41.31,99.5,91.3
41.32,99.8,91.5
41.33,99.3,91.3
41.34,99.5,91.5
41.35,99.4,91.5
41.36,99.4,91.5
41.37,99.8,91.6
41.38,99.4,91.4
41.39,99.5,91.6
41.40,99.5,91.6
41.41,99.5,91.6
41.42,99.7,91.7
41.43,99.3,91.5
41.44,99.5,91.6
41.45,99.5,91.6
41.46,99.4,91.6
41.47,99.7,91.8
41.48,99.4,91.6
41.49,99.5,91.8
41.50,99.4,91.7
41.51,99.4,91.7
41.52,99.7,91.9
41.53,99.3,91.6
41.54,99.5,91.9
41.55,99.5,91.9
41.56,99.4,91.8
41.57,99.7,91.9
41.58,99.3,91.8
41.59,99.4,91.9
41.60,99.4,91.9
41.61,99.4,91.9
41.62,99.7,92.0
41.63,99.2,91.9
41.64,99.4,92.0
41.65,99.4,91.9
41.66,99.5,92.0
41.67,99.7,92.0
41.68,99.3,91.9
41.69,99.4,92.0
41.70,99.4,92.0
41.71,99.4,92.0
41.72,99.7,92.2
41.73,99.3,92.0
41.74,99.4,92.0
41.75,99.4,92.0
41.76,99.4,92.1
41.77,99.5,92.2
41.78,99.3,92.0
41.79,99.4,92.1
41.80,99.4,92.1
41.81,99.5,92.2
41.82,99.7,92.2
41.83,99.3,92.0
41.84,99.5,92.2
41.85,99.4,92.2
41.86,99.5,92.2
41.87,99.7,92.3
41.88,99.4,92.2
41.89,99.5,92.3
41.90,99.5,92.3
41.91,99.4,92.3
41.92,99.7,92.4
41.93,99.4,92.2
41.94,99.5,92.3
41.95,99.5,92.4
41.96,99.4,92.3
41.97,99.8,92.5
41.98,99.4,92.3
41.99,99.5,92.5
42.00,99.5,92.4
42.01,99.4,92.4
42.02,99.8,92.6
42.03,99.4,92.4
42.04,99.5,92.5
42.05,99.7,92.5
42.06,99.5,92.5
42.07,99.8,92.7
42.08,99.4,92.5
42.09,99.4,92.6
42.10,99.5,92.5
42.11,99.5,92.6
42.12,99.8,92.7
42.13,99.4,92.6
42.14,99.5,92.6
42.15,99.5,92.6
42.16,99.5,92.7
42.17,99.8,92.8
42.18,99.4,92.6
42.19,99.5,92.7
42.20,99.5,92.7
42.21,99.5,92.7
42.22,99.8,92.8
42.23,99.4,92.6
42.24,99.5,92.8
42.25,99.5,92.8
42.26,99.5,92.8
42.27,99.8,92.9
42.28,99.5,92.7
42.29,99.5,92.8
42.30,99.7,92.8
42.31,99.5,92.8
42.32,99.8,92.9
42.33,99.5,92.8
42.34,99.5,92.9
42.35,99.5,92.8
42.36,99.5,92.8
42.37,99.8,93.0
42.38,99.4,92.9
42.39,99.5,93.0
42.40,99.5,92.9
42.41,99.5,92.9
42.42,99.8,93.1
42.43,99.5,92.9
42.44,99.5,93.0
42.45,99.5,93.0
42.46,99.5,93.0
42.47,99.8,93.2
42.48,99.4,93.0
42.49,99.4,93.0
42.50,99.5,93.0
42.51,99.5,93.1
42.52,99.8,93.2
42.53,99.4,93.0
42.54,99.5,93.1
42.55,99.5,93.1
42.56,99.5,93.1
42.57,99.7,93.2
42.58,99.4,93.0
42.59,99.5,93.2
42.60,99.5,93.2
42.61,99.4,93.2
42.62,99.7,93.3
42.63,99.4,93.1
42.64,99.4,93.3
42.65,99.5,93.2
42.66,99.5,93.3
42.67,99.8,93.3
42.68,99.4,93.2
42.69,99.4,93.3
42.70,99.5,93.3
42.71,99.5,93.3
42.72,99.8,93.4
42.73,99.4,93.3
42.74,99.4,93.3
42.75,99.5,93.3
42.76,99.4,93.4
42.77,99.7,93.5
42.78,99.4,93.3
42.79,99.4,93.4
42.80,99.4,93.3
42.81,99.4,93.4
42.82,99.5,93.5
42.83,99.4,93.3
42.84,99.4,93.4
42.85,99.4,93.5
42.86,99.3,93.5
42.87,99.5,93.5
42.88,99.3,93.4
42.89,99.4,93.5
42.90,99.3,93.5
42.91,99.3,93.5
42.92,99.5,93.7
42.93,99.3,93.5
42.94,99.4,93.6
42.95,99.2,93.5
42.96,99.4,93.5
42.97,99.5,93.7
42.98,99.2,93.5
42.99,99.3,93.6
43.00,99.4,93.6
43.01,99.3,93.7
43.02,99.5,93.7
43.03,99.2,93.6
43.04,99.4,93.7
43.05,99.2,93.7
43.06,99.3,93.7
43.07,99.5,93.7
43.08,99.2,93.7
43.09,99.3,93.7
43.10,99.3,93.7
43.11,99.2,93.7
43.12,99.5,93.7
43.13,99.2,93.7
43.14,99.2,93.7
43.15,99.3,93.7
43.16,99.2,93.7
43.17,99.5,93.8
43.18,99.2,93.7
43.19,99.4,93.7
43.20,99.3,93.7
43.21,99.4,93.7
43.22,99.5,93.9
43.23,99.2,93.7
43.24,99.3,93.7
43.25,99.2,93.8
43.26,99.2,93.8
43.27,99.5,93.9
43.28,99.2,93.8
43.29,99.2,93.8
43.30,99.3,93.9
43.31,99.2,93.9
43.32,99.5,94.0
43.33,99.2,93.8
43.34,99.2,93.9
43.35,99.3,93.9
43.36,99.2,93.9
43.37,99.5,94.1
43.38,99.2,93.9
43.39,99.2,93.9
43.40,99.3,93.9
43.41,99.2,93.9
43.42,99.5,94.1
43.43,99.3,93.9
43.44,99.3,94.0
43.45,99.3,94.0
43.46,99.1,94.0
43.47,99.5,94.1
43.48,99.3,93.9
43.49,99.3,94.1
43.50,99.5,94.1
43.51,99.1,94.0
43.52,99.5,94.2
43.53,99.3,94.0
43.54,99.4,94.1
43.55,99.3,94.1
43.56,99.1,94.0
43.57,99.5,94.2
43.58,99.3,94.1
43.59,99.3,94.1
43.60,99.4,94.1
43.61,99.1,94.1
43.62,99.5,94.3
43.63,99.3,94.1
43.64,99.4,94.2
43.65,99.4,94.1
43.66,99.1,94.1
43.67,99.5,94.3
43.68,99.4,94.1
43.69,99.3,94.2
43.70,99.4,94.2
43.71,99.2,94.1
43.72,99.7,94.4
43.73,99.4,94.2
43.74,99.4,94.2
43.75,99.5,94.3
43.76,99.2,94.2
43.77,99.7,94.5
43.78,99.4,94.2
43.79,99.4,94.4
43.80,99.4,94.3
43.81,99.2,94.3
43.82,99.5,94.5
43.83,99.4,94.2
43.84,99.4,94.4
43.85,99.4,94.4
43.86,99.2,94.3
43.87,99.7,94.5
43.88,99.4,94.4
43.89,99.3,94.4
43.90,99.4,94.4
43.91,99.2,94.4
43.92,99.7,94.6
43.93,99.4,94.4
43.94,99.4,94.5
43.95,99.4,94.5
43.96,99.2,94.5
43.97,99.5,94.6
43.98,99.4,94.4
43.99,99.5,94.5
44.00,99.4,94.5
44.01,99.2,94.5
44.02,99.5,94.6
44.03,99.4,94.5
44.04,99.4,94.5
44.05,99.4,94.5
44.06,99.2,94.5
44.07,99.5,94.7
44.08,99.4,94.6
44.09,99.5,94.7
44.10,99.4,94.6
44.11,99.2,94.5
44.12,99.7,94.8
44.13,99.4,94.5
44.14,99.5,94.7
44.15,99.4,94.7
44.16,99.2,94.6
44.17,99.5,94.8
44.18,99.4,94.6
44.19,99.5,94.7
44.20,99.4,94.7
44.21,99.2,94.6
44.22,99.7,94.9
44.23,99.4,94.7
