"Run 1: Time (s)","Run 1: Temperature (°C)","Run 1: Temperature (°C)"
60.83,99.5,99.0
60.84,99.5,98.9
60.85,99.4,98.9
60.86,99.5,99.0
60.87,99.3,98.9
60.88,99.5,98.9
60.89,99.4,98.9
60.90,99.4,98.9
60.91,99.4,98.9
60.92,99.3,98.9
60.93,99.5,99.0
60.94,99.4,99.0
60.95,99.5,98.9
60.96,99.5,99.0
60.97,99.3,98.9
60.98,99.5,99.0
60.99,99.4,98.9
61.00,99.4,99.0
61.01,99.4,98.9
61.02,99.4,98.9
61.03,99.5,99.0
61.04,99.5,98.9
61.05,99.5,99.0
61.06,99.5,98.9
61.07,99.4,98.9
61.08,99.5,98.9
61.09,99.5,99.0
61.10,99.5,98.9
61.11,99.5,99.0
61.12,99.4,98.9
61.13,99.5,99.0
61.14,99.5,99.0
61.15,99.5,98.9
61.16,99.9,99.0
61.17,99.4,98.9
61.18,99.5,99.0
61.19,99.5,98.9
61.20,99.5,99.0
61.21,99.5,98.9
61.22,99.4,98.9
61.23,99.5,99.0
61.24,99.5,98.9
61.25,99.5,99.0
61.26,99.5,99.0
61.27,99.4,98.9
61.28,99.5,99.0
61.29,99.5,98.9
61.30,99.5,99.0
61.31,99.5,99.0
61.32,99.3,98.9
61.33,99.5,99.0
61.34,99.5,99.0
61.35,99.4,99.0
61.36,99.5,99.0
61.37,99.4,98.9
61.38,99.5,99.0
61.39,99.5,99.0
61.40,99.5,99.0
61.41,99.5,99.0
61.42,99.3,98.9
61.43,99.5,99.0
61.44,99.5,98.9
61.45,99.5,99.0
61.46,99.5,99.0
61.47,99.4,98.9
61.48,99.5,99.1
61.49,99.5,98.9
61.50,99.5,99.0
61.51,99.5,99.0
61.52,99.4,98.9
61.53,99.5,99.0
61.54,99.5,98.9
61.55,99.5,99.0
61.56,99.5,99.0
61.57,99.4,98.9
61.58,99.5,99.0
61.59,99.5,99.0
61.60,99.5,99.0
61.61,99.7,99.0
61.62,99.3,98.9
61.63,99.5,99.0
61.64,99.5,99.0
61.65,99.5,99.0
61.66,99.7,99.1
61.67,99.3,98.9
61.68,99.5,99.0
61.69,99.5,99.0
61.70,99.5,99.0
61.71,99.8,99.1
61.72,99.4,98.9
61.73,99.5,99.0
61.74,99.5,99.0
61.75,99.5,99.0
61.76,99.8,99.1
61.77,99.4,98.9
61.78,99.5,99.1
61.79,99.5,99.0
61.80,99.5,99.0
61.81,99.8,99.1
61.82,99.4,98.9
61.83,99.5,99.0
61.84,99.5,99.0
61.85,99.4,99.1
61.86,99.8,99.2
61.87,99.3,98.9
61.88,99.5,99.0
61.89,99.5,99.0
61.90,99.4,99.0
61.91,99.8,99.1
61.92,99.3,98.9
61.93,99.5,99.0
61.94,99.5,99.0
61.95,99.5,99.0
61.96,99.8,99.1
61.97,99.3,98.9
61.98,99.5,99.0
61.99,99.5,99.0
62.00,99.5,99.0
62.01,99.8,99.1
62.02,99.3,98.9
62.03,99.5,99.0
62.04,99.4,98.9
62.05,99.4,99.0
62.06,99.7,99.1
62.07,99.2,98.9
62.08,99.4,99.0
62.09,99.5,99.0
62.10,99.3,99.0
62.11,99.7,99.1
62.12,99.2,98.9
62.13,99.4,99.0
62.14,99.5,99.0
62.15,99.4,99.0
62.16,99.5,99.1
62.17,99.1,98.9
62.18,99.5,99.1
62.19,99.4,99.0
62.20,99.4,99.0
62.21,99.5,99.1
62.22,99.2,98.9
62.23,99.4,99.1
62.24,99.3,99.0
62.25,99.3,99.0
62.26,99.5,99.1
62.27,99.2,98.9
62.28,99.4,99.0
62.29,99.4,99.0
62.30,99.3,99.0
62.31,99.5,99.0
62.32,99.2,99.0
62.33,99.4,99.0
62.34,99.4,99.0
62.35,99.4,99.0
62.36,99.5,99.1
62.37,99.2,99.0
62.38,99.4,99.0
62.39,99.4,99.0
62.40,99.4,99.0
62.41,99.5,99.1
62.42,99.3,98.9
62.43,99.5,99.1
62.44,99.4,99.0
62.45,99.4,99.0
62.46,99.7,99.1
62.47,99.2,99.0
62.48,99.4,99.0
62.49,99.5,99.0
62.50,99.4,99.1
62.51,99.5,99.0
62.52,99.2,99.0
62.53,99.5,99.0
62.54,99.4,99.0
62.55,99.4,99.0
62.56,99.7,99.2
62.57,99.2,99.0
62.58,99.5,99.0
62.59,99.4,99.0
62.60,99.4,99.0
62.61,99.5,99.2
62.62,99.2,98.9
62.63,99.4,99.1
62.64,99.4,99.0
62.65,99.4,99.0
62.66,99.7,99.1
62.67,99.2,99.0
62.68,99.4,99.1
62.69,99.4,99.0
62.70,99.4,99.1
62.71,99.5,99.1
62.72,99.2,99.0
62.73,99.4,99.1
62.74,99.4,99.0
62.75,99.4,99.0
62.76,99.7,99.2
62.77,99.2,99.0
62.78,99.4,99.0
62.79,99.4,99.0
62.80,99.4,99.1
62.81,99.5,99.2
62.82,99.2,99.0
62.83,99.4,99.1
62.84,99.3,99.0
62.85,99.3,99.1
62.86,99.5,99.2
62.87,99.2,99.0
62.88,99.4,99.0
62.89,99.4,99.0
62.90,99.4,99.0
62.91,99.5,99.1
62.92,99.2,99.0
62.93,99.4,99.1
62.94,99.4,99.0
62.95,99.2,99.0
62.96,99.5,99.2
62.97,99.2,99.0
62.98,99.4,99.0
62.99,99.4,99.0
63.00,99.4,99.0
63.01,99.5,99.2
63.02,99.2,99.0
63.03,99.4,99.1
63.04,99.3,99.0
63.05,99.4,99.1
63.06,99.7,99.2
63.07,99.2,99.0
63.08,99.4,99.0
63.09,99.4,99.1
63.10,99.3,99.1
63.11,99.5,99.2
63.12,99.2,99.0
63.13,99.4,99.1
63.14,99.4,99.1
63.15,99.3,99.0
63.16,99.7,99.2
63.17,99.2,98.9
63.18,99.4,99.1
63.19,99.4,99.0
63.20,99.4,99.1
63.21,99.7,99.1
63.22,99.2,99.0
63.23,99.3,99.0
63.24,99.5,99.1
63.25,99.2,99.0
63.26,99.5,99.2
63.27,99.2,99.0
63.28,99.4,99.1
63.29,99.3,99.0
63.30,99.4,99.0
63.31,99.5,99.2
63.32,99.2,99.0
63.33,99.3,99.1
63.34,99.4,99.0
63.35,99.4,99.1
63.36,99.5,99.1
63.37,99.2,99.0
63.38,99.4,99.1
63.39,99.4,99.1
63.40,99.3,99.0
63.41,99.5,99.2
63.42,99.2,99.0
63.43,99.4,99.1
63.44,99.5,99.1
63.45,99.4,99.1
63.46,99.5,99.2
63.47,99.3,99.0
63.48,99.4,99.2
63.49,99.4,99.0
63.50,99.4,99.1
63.51,99.5,99.1
63.52,99.3,99.0
63.53,99.4,99.1
63.54,99.4,99.0
63.55,99.4,99.0
63.56,99.5,99.2
63.57,99.3,99.0
63.58,99.5,99.1
63.59,99.4,99.0
63.60,99.4,99.1
63.61,99.5,99.2
63.62,99.4,99.0
63.63,99.5,99.1
63.64,99.5,99.1
63.65,99.5,99.2
63.66,99.7,99.2
63.67,99.4,99.0
63.68,99.5,99.0
63.69,99.5,99.1
63.70,99.5,99.1
63.71,99.7,99.2
63.72,99.4,99.0
63.73,99.5,99.2
63.74,99.5,99.1
63.75,99.4,99.2
63.76,99.7,99.2
63.77,99.4,99.0
63.78,99.5,99.1
63.79,99.5,99.1
63.80,99.3,99.1
63.81,99.7,99.2
63.82,99.3,99.0
63.83,99.4,99.2
63.84,99.4,99.0
63.85,99.4,99.0
63.86,99.5,99.2
63.87,99.3,99.0
63.88,99.4,99.1
63.89,99.4,99.1
63.90,99.4,99.0
63.91,99.7,99.2
63.92,99.4,99.0
63.93,99.4,99.0
63.94,99.4,99.1
63.95,99.5,99.0
63.96,99.5,99.2
63.97,99.3,99.0
63.98,99.4,99.1
63.99,99.4,99.0
64.00,99.4,99.1
64.01,99.5,99.2
64.02,99.4,99.0
64.03,99.4,99.1
64.04,99.4,99.1
64.05,99.3,99.1
64.06,99.7,99.1
64.07,99.3,99.0
64.08,99.4,99.1
64.09,99.4,99.0
64.10,99.4,99.1
64.11,99.5,99.2
64.12,99.3,99.0
64.13,99.4,99.2
64.14,99.4,99.1
64.15,99.4,99.0
64.16,99.5,99.2
64.17,99.3,99.1
64.18,99.4,99.1
64.19,99.5,99.2
64.20,99.4,99.1
64.21,99.7,99.2
64.22,99.3,99.0
64.23,99.4,99.2
64.24,99.5,99.1
64.25,99.4,99.1
64.26,99.7,99.2
64.27,99.4,99.0
64.28,99.4,99.1
64.29,99.4,99.1
64.30,99.4,99.0
64.31,99.7,99.2
64.32,99.4,99.0
64.33,99.4,99.1
64.34,99.5,99.1
64.35,99.4,99.2
64.36,99.5,99.2
64.37,99.4,98.9
64.38,99.4,99.1
64.39,99.4,99.2
64.40,99.4,99.0
64.41,99.5,99.2
64.42,99.3,99.1
64.43,99.4,99.1
64.44,99.4,99.1
64.45,99.5,99.1
64.46,99.5,99.2
64.47,99.3,99.0
64.48,99.4,99.1
64.49,99.4,99.1
64.50,99.4,99.1
64.51,99.5,99.2
64.52,99.3,99.0
64.53,99.4,99.1
64.54,99.4,99.1
64.55,99.3,99.1
64.56,99.5,99.2
64.57,99.3,99.0
64.58,99.4,99.1
64.59,99.3,99.0
64.60,99.3,99.1
64.61,99.5,99.2
64.62,99.3,99.0
64.63,99.3,99.1
64.64,99.4,99.2
64.65,99.4,99.1
64.66,99.5,99.2
64.67,99.2,99.0
64.68,99.3,99.1
64.69,99.3,99.1
64.70,99.3,99.1
64.71,99.5,99.2
64.72,99.2,99.0
64.73,99.4,99.1
64.74,99.3,99.1
64.75,99.2,99.2
64.76,99.5,99.2
64.77,99.2,99.0
64.78,99.3,99.1
64.79,99.3,99.2
64.80,99.2,99.1
64.81,99.5,99.2
64.82,99.2,99.0
64.83,99.3,99.1
64.84,99.3,99.1
64.85,99.4,99.2
64.86,99.5,99.2
64.87,99.3,99.0
64.88,99.3,99.2
64.89,99.3,99.1
64.90,99.4,99.1
64.91,99.5,99.2
64.92,99.2,99.1
64.93,99.4,99.1
64.94,99.4,99.1
64.95,99.4,99.2
64.96,99.5,99.2
64.97,99.3,99.0
64.98,99.4,99.2
64.99,99.5,99.1
65.00,99.2,99.2
65.01,99.5,99.2
65.02,99.3,99.1
65.03,99.4,99.1
65.04,99.3,99.1
65.05,99.4,99.0
65.06,99.4,99.2
65.07,99.2,99.1
65.08,99.2,99.1
65.09,99.1,99.1
65.10,99.0,99.2
65.11,99.0,99.1
65.12,98.7,99.2
65.13,98.6,99.1
65.14,98.4,99.1
65.15,98.2,99.0
65.16,98.1,99.2
65.17,97.7,99.0
65.18,97.5,99.1
65.19,97.4,99.1
65.20,97.2,99.0
65.21,97.1,99.1
65.22,96.9,99.1
65.23,96.6,99.0
65.24,96.5,99.1
65.25,96.4,99.0
65.26,96.2,99.1
65.27,96.0,99.0
65.28,95.8,99.1
65.29,95.7,99.0
65.30,95.5,99.0
65.31,95.3,99.0
65.32,95.0,99.0
65.33,94.9,99.0
65.34,94.7,99.0
65.35,94.4,98.9
65.36,94.3,99.0
65.37,94.1,99.0
65.38,93.8,99.0
65.39,93.5,98.9
65.40,93.4,99.0
65.41,93.1,99.0
65.42,92.9,98.9
65.43,92.6,98.9
65.44,92.4,98.9
65.45,92.1,98.9
65.46,91.8,98.9
65.47,91.5,98.9
65.48,91.3,98.9
65.49,91.0,98.9
65.50,90.7,98.8
65.51,90.5,98.8
65.52,90.1,98.8
65.53,89.9,98.8
65.54,89.6,98.8
65.55,89.3,98.8
65.56,89.2,98.8
65.57,88.8,98.8
65.58,88.5,98.8
65.59,88.2,98.8
65.60,88.0,98.7
65.61,87.7,98.7
65.62,87.4,98.7
65.63,87.1,98.6
65.64,86.7,98.6
65.65,86.4,98.5
65.66,86.2,98.6
65.67,85.9,98.5
65.68,85.6,98.5
65.69,85.4,98.5
65.70,85.0,98.5
65.71,84.7,98.5
65.72,84.0,98.4
65.73,83.1,98.4
65.74,82.1,98.4
65.75,80.8,98.4
65.76,79.7,98.4
65.77,78.1,98.4
65.78,76.5,98.3
65.79,75.0,98.3
65.80,73.2,98.2
65.81,71.7,98.3
65.82,69.9,98.2
65.83,68.2,98.2
65.84,66.5,97.9
65.85,64.6,97.9
65.86,63.2,97.9
65.87,61.4,97.8
65.88,59.7,97.7
65.89,58.2,97.7
65.90,56.5,97.5
65.91,55.2,97.6
65.92,53.6,97.2
65.93,52.1,97.2
65.94,50.6,97.0
65.95,49.1,96.9
65.96,47.9,96.8
65.97,46.4,96.6
65.98,45.2,96.5
65.99,43.9,96.4
66.00,42.5,96.2
66.01,41.5,96.1
66.02,40.2,95.9
66.03,39.1,95.7
66.04,37.9,95.5
66.05,36.7,95.4
66.06,35.8,95.2
66.07,34.7,95.0
66.08,33.6,94.9
66.09,32.7,94.7
66.10,31.6,94.4
66.11,30.9,94.2
66.12,29.8,94.0
66.13,28.9,93.7
66.14,28.1,93.7
66.15,27.1,93.3
66.16,26.6,93.2
66.17,25.6,92.9
66.18,24.9,92.7
66.19,24.1,92.5
66.20,23.2,92.2
66.21,22.8,92.0
66.22,22.0,91.8
66.23,21.4,91.5
66.24,20.7,91.3
66.25,19.9,91.0
66.26,19.6,90.8
66.27,18.9,90.5
66.28,18.2,90.2
66.29,17.8,90.0
66.30,17.1,89.7
66.31,16.9,89.5
66.32,16.3,89.3
66.33,15.8,88.9
66.34,15.3,88.9
66.35,14.7,88.5
66.36,14.6,88.2
66.37,14.0,87.9
66.38,13.6,87.7
66.39,13.3,87.4
66.40,12.7,87.1
66.41,12.6,86.9
66.42,12.1,86.5
66.43,11.7,86.2
66.44,11.4,85.9
66.45,10.8,85.6
66.46,10.8,85.3
66.47,10.4,85.1
66.48,10.1,84.8
66.49,9.8,84.4
66.50,9.3,84.1
66.51,9.3,83.9
66.52,9.0,83.6
66.53,8.7,83.3
66.54,8.5,83.0
66.55,7.9,82.7
66.56,8.0,82.4
66.57,7.7,82.2
66.58,7.5,81.8
66.59,7.3,81.6
66.60,6.8,81.2
66.61,6.9,80.9
66.62,6.7,80.7
66.63,6.5,80.4
66.64,6.4,80.0
66.65,5.9,79.7
66.66,6.0,79.4
66.67,5.8,79.2
66.68,5.7,78.9
66.69,5.6,78.6
66.70,5.1,78.2
66.71,5.3,77.9
66.72,5.1,77.6
66.73,5.0,77.3
66.74,4.8,77.1
66.75,4.4,76.7
66.76,4.6,76.4
66.77,4.4,76.1
66.78,4.3,75.9
66.79,4.2,75.6
66.80,3.8,75.3
66.81,4.0,75.0
66.82,3.9,74.7
66.83,3.8,74.5
66.84,3.7,74.2
66.85,3.3,73.8
66.86,3.5,73.6
66.87,3.4,73.3
66.88,3.4,73.0
66.89,3.2,72.8
66.90,2.8,72.5
66.91,3.1,72.2
66.92,3.0,71.9
66.93,2.8,71.7
66.94,2.8,71.3
66.95,2.4,71.0
66.96,2.7,70.8
66.97,2.6,70.5
66.98,2.5,70.2
66.99,2.5,70.0
67.00,2.1,69.6
67.01,2.4,69.4
67.02,2.3,69.2
67.03,2.2,68.9
67.04,2.2,68.6
67.05,1.8,68.3
67.06,2.1,68.1
67.07,2.1,67.9
67.08,2.0,67.6
67.09,2.0,67.3
67.10,1.6,67.0
67.11,1.9,66.8
67.12,1.8,66.5
67.13,1.8,66.3
67.14,1.8,66.1
67.15,1.5,65.8
67.16,1.7,65.6
67.17,1.7,65.2
67.18,1.6,64.9
67.19,1.6,64.7
67.20,1.3,64.4
67.21,1.6,64.2
67.22,1.5,64.0
67.23,1.4,63.7
67.24,1.5,63.4
67.25,1.1,63.2
67.26,1.4,63.0
67.27,1.4,62.8
67.28,1.4,62.5
67.29,1.3,62.2
67.30,1.0,62.0
67.31,1.2,61.8
67.32,1.2,61.5
67.33,1.2,61.3
67.34,1.2,61.1
67.35,0.9,60.8
67.36,1.1,60.6
67.37,1.1,60.3
67.38,1.1,60.1
67.39,1.1,59.8
67.40,0.8,59.6
67.41,1.1,59.4
67.42,1.0,59.1
67.43,1.0,58.9
67.44,1.0,58.7
67.45,0.8,58.4
67.46,1.0,58.2
67.47,0.9,58.0
67.48,0.9,57.8
67.49,0.9,57.6
67.50,0.7,57.3
67.51,0.9,57.1
67.52,0.9,56.9
67.53,0.8,56.6
67.54,0.8,56.4
67.55,0.7,56.2
67.56,0.8,56.0
67.57,0.8,55.8
67.58,0.9,55.6
67.59,0.8,55.3
67.60,0.6,55.1
67.61,0.8,54.9
67.62,0.8,54.7
67.63,0.8,54.5
67.64,0.8,54.3
67.65,0.5,54.1
67.66,0.8,53.9
67.67,0.8,53.7
67.68,0.7,53.5
67.69,0.8,53.3
67.70,0.5,53.0
67.71,0.7,52.9
67.72,0.7,52.7
67.73,0.7,52.5
67.74,0.8,52.3
67.75,0.5,52.1
67.76,0.7,51.9
67.77,0.7,51.7
67.78,0.6,51.4
67.79,0.7,51.2
67.80,0.4,51.0
67.81,0.7,50.8
67.82,0.7,50.7
67.83,0.6,50.5
67.84,0.7,50.3
67.85,0.4,50.1
67.86,0.6,49.9
67.87,0.6,49.7
67.88,0.6,49.5
67.89,0.7,49.4
67.90,0.4,49.2
67.91,0.6,49.1
67.92,0.6,48.8
67.93,0.5,48.7
67.94,0.6,48.5
67.95,0.3,48.3
67.96,0.6,48.1
67.97,0.6,48.0
67.98,0.7,47.8
67.99,0.6,47.6
68.00,0.4,47.4
68.01,0.6,47.3
68.02,0.5,47.1
68.03,0.5,46.9
68.04,0.7,46.8
68.05,0.3,46.5
68.06,0.5,46.4
68.07,0.6,46.2
68.08,0.5,46.1
68.09,0.5,45.9
68.10,0.3,45.7
68.11,0.5,45.5
68.12,0.5,45.4
68.13,0.5,45.2
68.14,0.6,45.1
68.15,0.3,44.9
68.16,0.5,44.7
68.17,0.5,44.6
68.18,0.5,44.4
68.19,0.6,44.3
68.20,0.3,44.0
68.21,0.5,43.9
68.22,0.5,43.7
68.23,0.5,43.6
68.24,0.5,43.4
68.25,0.3,43.2
68.26,0.5,43.1
68.27,0.6,43.0
68.28,0.4,42.8
68.29,0.6,42.6
68.30,0.3,42.4
68.31,0.5,42.3
68.32,0.6,42.2
68.33,0.5,42.0
68.34,0.5,41.9
68.35,0.3,41.7
68.36,0.5,41.6
68.37,0.5,41.4
68.38,0.4,41.2
68.39,0.5,41.1
68.40,0.3,40.9
68.41,0.5,40.8
68.42,0.5,40.6
68.43,0.5,40.5
68.44,0.5,40.3
68.45,0.3,40.2
68.46,0.5,40.1
68.47,0.6,39.9
68.48,0.4,39.7
68.49,0.5,39.6
68.50,0.3,39.4
68.51,0.5,39.4
68.52,0.5,39.2
68.53,0.5,39.1
68.54,0.6,39.0
68.55,0.3,38.8
68.56,0.5,38.7
68.57,0.5,38.5
68.58,0.5,38.4
68.59,0.5,38.3
68.60,0.3,38.1
68.61,0.5,38.0
68.62,0.5,37.9
68.63,0.4,37.7
68.64,0.5,37.6
68.65,0.3,37.5
68.66,0.5,37.3
68.67,0.5,37.2
68.68,0.5,37.0
68.69,0.5,37.0
68.70,0.2,36.7
68.71,0.5,36.7
68.72,0.6,36.6
68.73,0.5,36.4
68.74,0.6,36.3
68.75,0.2,36.1
68.76,0.5,36.0
68.77,0.5,35.9
68.78,0.4,35.8
68.79,0.5,35.7
68.80,0.3,35.5
68.81,0.5,35.4
68.82,0.5,35.3
68.83,0.5,35.2
68.84,0.7,35.1
68.85,0.2,34.9
68.86,0.4,34.8
68.87,0.5,34.7
68.88,0.4,34.6
68.89,0.6,34.5
68.90,0.2,34.3
68.91,0.4,34.3
68.92,0.5,34.1
68.93,0.4,34.0
68.94,0.7,33.9
68.95,0.2,33.7
68.96,0.5,33.7
68.97,0.4,33.5
68.98,0.4,33.4
68.99,0.7,33.3
69.00,0.2,33.1
69.01,0.5,33.1
69.02,0.5,33.0
69.03,0.5,32.8
69.04,0.7,32.8
69.05,0.2,32.6
69.06,0.5,32.5
69.07,0.5,32.4
69.08,0.4,32.3
69.09,0.7,32.2
69.10,0.2,32.0
69.11,0.5,32.0
69.12,0.5,31.9
69.13,0.4,31.8
69.14,0.7,31.7
69.15,0.2,31.5
69.16,0.4,31.4
69.17,0.5,31.3
69.18,0.5,31.2
69.19,0.7,31.2
69.20,0.2,31.0
69.21,0.4,30.9
69.22,0.4,30.8
69.23,0.5,30.7
69.24,0.8,30.7
69.25,0.2,30.4
69.26,0.4,30.4
69.27,0.5,30.3
69.28,0.3,30.2
69.29,0.8,30.2
69.30,0.2,29.9
69.31,0.4,29.9
69.32,0.4,29.8
69.33,0.4,29.7
69.34,0.8,29.7
69.35,0.2,29.5
69.36,0.4,29.4
69.37,0.5,29.3
69.38,0.4,29.2
69.39,0.8,29.2
69.40,0.2,28.9
69.41,0.4,28.9
69.42,0.4,28.8
69.43,0.4,28.7
69.44,0.8,28.7
69.45,0.2,28.5
69.46,0.4,28.4
69.47,0.4,28.3
69.48,0.4,28.3
69.49,0.8,28.3
69.50,0.2,28.0
69.51,0.4,28.0
69.52,0.4,27.9
69.53,0.3,27.8
69.54,0.8,27.8
69.55,0.2,27.6
69.56,0.4,27.5
69.57,0.5,27.5
69.58,0.4,27.4
69.59,0.8,27.4
69.60,0.1,27.1
69.61,0.4,27.1
69.62,0.4,27.0
69.63,0.3,26.9
69.64,0.8,27.0
69.65,0.1,26.7
69.66,0.4,26.7
69.67,0.4,26.6
69.68,0.4,26.5
69.69,0.8,26.5
69.70,0.1,26.3
69.71,0.4,26.3
69.72,0.4,26.2
69.73,0.3,26.1
69.74,0.8,26.1
69.75,0.2,25.9
69.76,0.4,25.9
69.77,0.4,25.8
69.78,0.3,25.7
69.79,0.7,25.7
69.80,0.2,25.5
69.81,0.4,25.5
69.82,0.5,25.4
69.83,0.5,25.4
69.84,0.7,25.3
69.85,0.1,25.1
69.86,0.4,25.1
69.87,0.4,25.0
69.88,0.3,24.9
69.89,0.7,24.9
69.90,0.1,24.7
69.91,0.4,24.7
69.92,0.5,24.6
69.93,0.4,24.5
69.94,0.7,24.5
69.95,0.1,24.3
69.96,0.4,24.3
69.97,0.4,24.2
69.98,0.4,24.1
69.99,0.7,24.2
70.00,0.1,23.9
70.01,0.4,23.9
70.02,0.4,23.8
70.03,0.3,23.8
70.04,0.7,23.8
70.05,0.1,23.6
70.06,0.4,23.6
70.07,0.4,23.5
70.08,0.4,23.5
70.09,0.7,23.4
70.10,0.1,23.2
70.11,0.4,23.2
70.12,0.4,23.2
70.13,0.4,23.1
70.14,0.7,23.1
70.15,0.1,22.9
70.16,0.4,22.9
70.17,0.4,22.8
70.18,0.3,22.7
70.19,0.7,22.8
70.20,0.1,22.5
70.21,0.4,22.5
70.22,0.4,22.5
70.23,0.3,22.4
70.24,0.7,22.4
70.25,0.1,22.2
70.26,0.4,22.2
70.27,0.5,22.1
70.28,0.3,22.1
70.29,0.7,22.1
70.30,0.1,21.9
70.31,0.4,21.9
70.32,0.5,21.8
70.33,0.4,21.7
70.34,0.7,21.7
70.35,0.2,21.5
70.36,0.4,21.5
70.37,0.4,21.5
70.38,0.4,21.4
70.39,0.7,21.4
70.40,0.2,21.2
70.41,0.4,21.2
70.42,0.4,21.2
70.43,0.4,21.1
70.44,0.8,21.1
70.45,0.2,20.9
70.46,0.4,20.9
70.47,0.4,20.9
70.48,0.3,20.8
70.49,0.7,20.8
70.50,0.2,20.6
70.51,0.4,20.6
70.52,0.5,20.6
70.53,0.4,20.5
70.54,0.7,20.5
70.55,0.1,20.3
70.56,0.4,20.3
70.57,0.4,20.3
70.58,0.3,20.2
70.59,0.8,20.3
70.60,0.2,20.0
70.61,0.4,20.1
70.62,0.3,20.0
70.63,0.3,19.9
70.64,0.8,20.0
70.65,0.1,19.8
70.66,0.4,19.7
70.67,0.5,19.7
70.68,0.4,19.7
70.69,0.8,19.7
70.70,0.1,19.5
70.71,0.3,19.5
70.72,0.4,19.4
70.73,0.3,19.4
70.74,0.8,19.4
70.75,0.1,19.2
70.76,0.4,19.2
70.77,0.4,19.2
70.78,0.3,19.1
70.79,0.8,19.2
70.80,0.1,19.0
70.81,0.4,18.9
70.82,0.4,18.9
70.83,0.3,18.8
70.84,0.8,18.9
70.85,0.2,18.7
70.86,0.4,18.7
70.87,0.4,18.6
70.88,0.4,18.5
70.89,0.8,18.6
70.90,0.2,18.4
70.91,0.4,18.4
70.92,0.4,18.3
70.93,0.3,18.3
70.94,0.7,18.3
70.95,0.2,18.2
70.96,0.4,18.2
70.97,0.4,18.1
70.98,0.3,18.0
70.99,0.7,18.1
71.00,0.2,17.9
71.01,0.4,17.9
71.02,0.4,17.8
71.03,0.3,17.8
71.04,0.7,17.8
71.05,0.2,17.7
71.06,0.4,17.6
71.07,0.3,17.6
71.08,0.3,17.5
71.09,0.7,17.6
71.10,0.2,17.4
71.11,0.4,17.4
71.12,0.4,17.4
71.13,0.3,17.3
71.14,0.7,17.3
71.15,0.2,17.2
71.16,0.4,17.2
71.17,0.4,17.1
71.18,0.3,17.1
71.19,0.7,17.1
71.20,0.3,17.0
71.21,0.4,16.9
71.22,0.4,16.9
71.23,0.3,16.8
71.24,0.6,16.9
71.25,0.3,16.7
71.26,0.4,16.7
71.27,0.4,16.7
71.28,0.4,16.6
71.29,0.7,16.7
71.30,0.3,16.5
71.31,0.4,16.5
71.32,0.4,16.5
71.33,0.3,16.4
71.34,0.6,16.4
71.35,0.2,16.3
71.36,0.3,16.3
71.37,0.3,16.2
71.38,0.3,16.2
71.39,0.6,16.2
71.40,0.2,16.1
71.41,0.3,16.1
71.42,0.4,16.0
71.43,0.3,16.0
71.44,0.6,16.0
71.45,0.2,15.9
71.46,0.3,15.9
71.47,0.4,15.8
71.48,0.3,15.8
71.49,0.6,15.8
71.50,0.3,15.7
71.51,0.3,15.7
71.52,0.4,15.6
71.53,0.4,15.6
71.54,0.6,15.6
71.55,0.2,15.5
71.56,0.3,15.5
71.57,0.4,15.5
71.58,0.4,15.4
71.59,0.6,15.4
71.60,0.3,15.3
71.61,0.3,15.3
71.62,0.4,15.2
71.63,0.3,15.2
71.64,0.6,15.2
71.65,0.3,15.1
71.66,0.3,15.1
71.67,0.4,15.1
71.68,0.3,15.0
71.69,0.6,15.0
71.70,0.3,14.9
71.71,0.3,14.9
71.72,0.4,14.9
71.73,0.3,14.8
71.74,0.6,14.9
71.75,0.3,14.7
71.76,0.3,14.7
71.77,0.5,14.7
71.78,0.3,14.6
71.79,0.6,14.7
71.80,0.3,14.6
71.81,0.3,14.5
71.82,0.4,14.5
71.83,0.3,14.5
71.84,0.6,14.5
71.85,0.3,14.4
71.86,0.3,14.4
71.87,0.3,14.3
71.88,0.3,14.3
71.89,0.6,14.3
71.90,0.3,14.2
71.91,0.3,14.2
71.92,0.4,14.2
71.93,0.3,14.1
71.94,0.6,14.1
71.95,0.3,14.0
71.96,0.3,14.0
71.97,0.4,14.0
71.98,0.4,13.9
71.99,0.6,14.0
72.00,0.3,13.9
72.01,0.3,13.8
72.02,0.4,13.8
72.03,0.4,13.8
72.04,0.6,13.8
72.05,0.3,13.7
72.06,0.3,13.7
72.07,0.4,13.6
72.08,0.4,13.6
72.09,0.6,13.7
72.10,0.3,13.5
72.11,0.3,13.5
72.12,0.4,13.5
72.13,0.3,13.4
72.14,0.6,13.5
72.15,0.3,13.4
72.16,0.3,13.3
72.17,0.4,13.3
72.18,0.3,13.3
72.19,0.6,13.3
72.20,0.3,13.2
72.21,0.3,13.2
72.22,0.4,13.1
72.23,0.4,13.1
72.24,0.6,13.2
72.25,0.3,13.1
72.26,0.3,13.0
72.27,0.4,13.0
72.28,0.4,13.0
72.29,0.6,13.0
72.30,0.3,12.9
72.31,0.3,12.9
72.32,0.4,12.9
72.33,0.4,12.8
72.34,0.6,12.9
72.35,0.3,12.7
72.36,0.2,12.7
72.37,0.5,12.7
72.38,0.3,12.7
72.39,0.6,12.7
72.40,0.3,12.6
72.41,0.3,12.6
72.42,0.4,12.6
72.43,0.3,12.5
72.44,0.6,12.6
72.45,0.3,12.4
